java_file,hsd
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/WebServerMvcConfigurerAdapter_addInterceptors_1.java,5
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/WebServerMvcConfigurerAdapter_userInterceptor_0.java,3.5
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_messageConverter_3.java,6.364
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/MybatisConfig_paginationInterceptor_0.java,7
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_binding_2.java,6.429
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_queue_0.java,6.75
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/config/BusConfig_exchange_1.java,6.75
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_query_5.java,9.1
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_get_4.java,5
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_delete_1.java,6.429
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_overload_6.java,8.233
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_update_2.java,7.143
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_gatewayRouteToRouteDefinition_3.java,10.345
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/service/impl/GatewayRouteService_add_0.java,7.143
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/rest/GatewayRouteController_overload_16.java,5
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/entity/form/GatewayRouteForm_toPo_0.java,10.105
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/events/EventSender_init_0.java,4
/gateway/gateway-admin/src/main/java/com/springboot/cloud/gateway/admin/events/EventSender_send_1.java,6.375
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/RequestRateLimiterConfig_userKeyResolver_2.java,6.111
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerProvider_swaggerResource_1.java,10
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_messageConverter_5.java,6.364
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_binding_2.java,6.429
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_uiConfiguration_2.java,6.346
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/RequestRateLimiterConfig_remoteAddressKeyResolver_0.java,5.714
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerProvider_get_0.java,12.133
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_swaggerResources_3.java,7.071
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_simpleMessageListenerContainer_3.java,8.667
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_SwaggerHandler_0.java,9
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/DefaultRedisRateLimiter_isAllowed_3.java,9.6
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/SwaggerHandler_securityConfiguration_1.java,6.346
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/DefaultRedisRateLimiter_getDefaultConfig_0.java,4.8
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_queue_0.java,8.5
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/RequestRateLimiterConfig_apiKeyResolver_1.java,5.714
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_messageListenerAdapter_4.java,6.5
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/config/BusConfig_exchange_1.java,6.75
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/service/impl/PermissionService_permission_0.java,8.25
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/service/impl/RouteService_save_2.java,6.75
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/service/impl/RouteService_loadRouteDefinition_0.java,12.289
/gateway/gateway-web/src/main/java/com/springboot/cloud/gateway/service/impl/RouteService_delete_3.java,6.5
